Trial,rep,col,row,yield,geno
08HIR,1,1,17,0.325,G017
08HIR,2,7,7,0.837,G071
08HIR,1,3,20,0.472,G071
08HIR,2,8,5,1.041,G094
08HIR,1,4,17,0.862,G094
08HIR,1,5,20,1.268,G121
08HIR,2,11,21,1.146,G121
08HIR,2,9,6,1.415,G119
08HIR,1,5,17,1.309,G119
08HIR,1,1,13,1.065,G013
08HIR,2,9,13,1.041,G013
08HIR,1,6,17,1.252,G144
08HIR,2,11,8,1.22,G144
08HIR,2,7,14,1,G105
08HIR,1,5,2,0.862,G105
08HIR,1,2,15,0.878,G040
08HIR,2,11,26,0.675,G040
08HIR,1,6,4,1.252,G131
08HIR,2,9,18,1.016,G131
08HIR,2,10,17,1.106,G124
08HIR,1,5,23,0.854,G124
08HIR,1,4,12,1.163,G089
08HIR,2,8,7,0.959,G089
08HIR,1,6,1,1.163,G128
08HIR,2,10,1,1.089,G128
08HIR,1,2,16,1.407,G041
08HIR,2,11,6,1.211,G041
08HIR,1,5,24,1.268,G125
08HIR,2,7,18,1.033,G125
08HIR,2,8,11,1.098,G002
08HIR,1,1,2,1.033,G002
08HIR,2,11,18,1.033,G063
08HIR,1,3,12,0.943,G063
08HIR,1,3,3,1.675,G054
08HIR,2,10,15,1.626,G054
08HIR,2,9,9,1.447,G079
08HIR,1,4,2,1.358,G079
08HIR,1,6,8,1.407,G135
08HIR,2,11,16,1.163,G135
08HIR,1,6,14,1.374,G141
08HIR,2,11,4,1.114,G141
08HIR,1,2,10,0.626,G035
08HIR,2,7,2,0.48,G035
08HIR,1,4,19,0.594,G096
08HIR,2,7,12,0.561,G096
08HIR,1,1,11,1.008,G011
08HIR,2,12,6,0.935,G011
08HIR,2,12,9,1.252,G138
08HIR,1,6,11,1.179,G138
08HIR,1,4,8,1.48,G085
08HIR,2,11,25,0.992,G085
08HIR,1,2,14,1.35,G039
08HIR,2,11,19,1.195,G039
08HIR,1,3,24,1.195,G075
08HIR,2,11,17,0.951,G075
08HIR,2,8,10,1.325,G114
08HIR,1,5,12,1.081,G114
08HIR,2,7,22,1.179,G122
08HIR,1,5,21,0.935,G122
08HIR,1,6,2,0.951,G129
08HIR,2,11,20,0.919,G129
08HIR,2,8,6,0.65,G102
08HIR,1,4,25,0.382,G102
08HIR,1,2,26,0.87,G051
08HIR,2,8,23,0.512,G051
08HIR,1,6,21,1.146,G148
08HIR,2,12,26,0.675,G148
08HIR,2,8,3,1.098,G095
08HIR,1,4,18,0.902,G095
08HIR,1,5,11,0.496,G113
08HIR,2,7,24,0.463,G113
08HIR,2,10,9,0.919,G044
08HIR,1,2,19,0.911,G044
08HIR,1,2,12,0.407,G037
08HIR,2,7,9,0.211,G037
08HIR,2,10,20,1.171,G016
08HIR,1,1,16,1.138,G016
08HIR,2,8,8,0.171,G092
08HIR,1,4,15,0.057,G092
08HIR,1,4,9,0.431,G086
08HIR,2,10,24,0.203,G086
08HIR,1,1,9,1.081,G009
08HIR,2,12,13,1.016,G009
08HIR,1,5,18,1,G009
08HIR,2,12,5,1,G009
08HIR,2,11,10,0.968,G009
08HIR,1,5,8,0.878,G009
08HIR,1,1,23,0.846,G009
08HIR,2,10,21,0.821,G009
08HIR,2,10,2,0.805,G021
08HIR,1,1,21,0.724,G021
08HIR,2,9,4,1.667,G139
08HIR,1,6,12,1.52,G139
08HIR,1,3,7,1.569,G058
08HIR,2,8,22,1.333,G058
08HIR,2,12,11,1.049,G043
08HIR,1,2,18,1,G043
08HIR,2,11,22,1.309,G030
08HIR,1,2,5,1.195,G030
08HIR,2,9,2,1.016,G066
08HIR,1,3,15,0.951,G066
08HIR,1,2,24,1.252,G049
08HIR,2,7,1,1.236,G049
08HIR,1,2,11,1.317,G036
08HIR,2,7,3,1.146,G036
08HIR,1,2,7,0.984,G032
08HIR,2,12,16,0.968,G032
08HIR,1,3,17,1.155,G068
08HIR,2,12,25,0.943,G068
08HIR,2,10,23,1,G048
08HIR,1,2,23,1.268,G048
08HIR,1,6,23,1.049,G150
08HIR,2,9,24,0.943,G150
08HIR,1,3,16,1.203,G067
08HIR,2,8,17,1.016,G067
08HIR,1,3,8,0.911,G059
08HIR,2,11,1,0.748,G059
08HIR,2,7,15,1.22,G046
08HIR,1,2,21,1.203,G046
08HIR,2,12,23,1.667,G003
08HIR,1,1,3,1.057,G003
08HIR,2,11,3,1.301,G123
08HIR,1,5,22,1,G123
08HIR,1,1,6,1.366,G006
08HIR,2,7,4,1.301,G006
08HIR,2,12,15,1.772,G082
08HIR,1,4,5,1.374,G082
08HIR,2,9,10,1.089,G108
08HIR,1,5,5,0.976,G108
08HIR,2,10,3,1.553,G047
08HIR,1,2,22,1.463,G047
08KA,2,11,23,1.202,G165
08KA,1,5,21,2.355,G166
08KA,2,12,29,1.145,G166
08KA,1,4,5,2.311,G026
08KA,2,8,7,2.647,G026
08KA,2,10,22,1.211,G145
08KA,1,2,19,1.146,G145
08KA,2,12,15,0.996,G101
08KA,1,1,9,1.04,G101
08KA,1,5,19,2.253,G072
08KA,2,11,29,1.098,G072
08KA,1,5,24,2.317,G065
08KA,2,9,10,2.215,G065
08KA,2,8,24,2.153,G136
08KA,1,2,27,2.016,G136
08KA,2,9,18,1.035,G007
08KA,1,6,9,2.236,G007
08KA,1,1,8,1.215,G028
08KA,2,10,1,1.186,G028
08KA,1,4,9,2.241,G080
08KA,2,7,29,1.585,G080
08KA,2,9,3,1.745,G045
08KA,1,5,1,1.572,G045
08KA,2,8,22,2.448,G050
08KA,1,2,8,1.697,G050
08KA,2,8,17,1.525,G008
08KA,1,2,10,1.451,G008
08KA,2,7,16,3.037,G147
08KA,1,4,8,2.117,G147
08KA,1,3,6,1.928,G147
08KA,2,11,1,1.636,G147
08KA,2,7,24,1.997,G077
08KA,1,2,13,1.11,G077
08KA,2,11,10,2.348,G064
08KA,1,4,14,2.253,G064
08KA,1,2,22,2.268,G033
08KA,2,10,23,1.548,G033
08KA,2,11,14,1.987,G042
08KA,1,1,22,1.444,G042
08KA,1,5,17,2.4,G062
08KA,2,12,12,1.525,G062
08KA,2,11,13,1.769,G099
08KA,1,3,5,2.136,G099
08KA,1,4,25,2.547,G088
08KA,2,9,20,1.76,G088
08KA,1,6,12,1.959,G154
08KA,2,9,29,1.183,G154
08KA,1,6,22,2.677,G053
08KA,2,9,14,2.031,G053
08KA,1,4,15,1.929,G019
08KA,2,10,24,1.906,G019
08KA,2,11,7,1.843,G149
08KA,1,2,23,1.723,G149
08KA,1,5,15,3.179,G038
08KA,2,10,26,2.789,G038
08KA,1,2,16,1.772,G132
08KA,2,7,8,2.468,G132
08KA,2,7,18,2.279,G103
08KA,1,1,5,1.627,G103
08KA,1,3,10,2.036,G118
08KA,2,9,21,1.955,G118
08KA,2,11,12,2.875,G081
08KA,1,2,2,1.927,G081
08KA,1,5,26,2.621,G027
08KA,2,9,19,1.82,G027
08KA,2,9,27,2.539,G152
08KA,1,1,3,1.403,G152
08KA,2,9,28,2.221,G070
08KA,1,2,18,1.125,G070
08KA,2,9,26,2.739,G057
08KA,1,5,4,1.615,G057
08KA,2,7,21,2.709,G097
08KA,1,6,24,2.899,G097
08KA,2,11,11,2.512,G116
08KA,1,3,21,1.429,G116
08KA,2,10,13,1.076,G106
08KA,1,2,29,0.906,G106
08KA,2,11,21,1.297,G087
08KA,1,5,7,1.652,G087
08KA,1,6,14,1.755,G034
08KA,2,12,20,1.241,G034
08KA,2,8,19,1.891,G069
08KA,1,6,8,2.353,G069
08KA,2,7,6,2.208,G078
08KA,1,6,7,1.339,G078
08KA,1,6,26,2.404,G029
08KA,2,7,1,2.028,G029
08KA,2,11,4,2.219,G018
08KA,1,5,6,2.02,G018
08KA,2,12,14,1.089,G091
08KA,1,4,3,1.637,G091
08KA,2,8,3,3.336,G155
08KA,1,4,29,1.759,G155
08KA,1,4,6,2.44,G022
08KA,2,9,5,2.628,G022
08KA,1,6,27,2.557,G156
08KA,2,11,8,1.981,G156
08KA,2,10,15,0.947,G140
08KA,1,1,16,0.929,G140
08KA,1,3,14,1.456,G137
08KA,2,10,20,1.271,G137
08KA,2,9,9,2.033,G025
08KA,1,5,3,1.825,G025
08KA,1,6,18,2.023,G093
08KA,2,8,2,3.16,G093
08KA,2,7,25,3.765,G005
08KA,1,6,5,3.245,G005
08KA,1,2,26,3.664,G052
08KA,2,10,11,2.136,G052
08KA,1,6,23,2.265,G157
08KA,2,12,22,1.231,G157
08KA,2,9,6,2.987,G055
08KA,1,1,2,1.549,G055
08KA,1,5,9,2.025,G158
08KA,2,9,8,1.896,G158
08KA,2,7,23,1.959,G084
08KA,1,1,14,0.743,G084
08KA,1,1,28,2.236,G126
08KA,2,11,3,1.775,G126
08KA,2,8,5,2.864,G074
08KA,1,3,28,3.029,G074
08KA,1,4,10,2.217,G060
08KA,2,12,24,1.856,G060
08KA,1,3,23,1.565,G127
08KA,2,7,12,2.84,G127
08KA,2,7,9,2.872,G015
08KA,1,2,4,1.016,G015
08KA,1,4,13,1.648,G153
08KA,2,12,26,1.492,G153
08KA,1,5,8,2.273,G001
08KA,2,11,2,2.215,G001
08KA,1,3,9,2.249,G090
08KA,2,12,7,2.119,G090
08KA,2,8,10,3.125,G010
08KA,1,3,2,1.887,G010
08KA,2,11,19,1.58,G104
08KA,1,2,17,1.443,G104
08KA,1,6,11,2.768,G112
08KA,2,12,6,2.215,G112
08KA,2,9,22,2.243,G023
08KA,1,3,1,1.267,G023
08KA,2,8,15,2.744,G056
08KA,1,4,22,2.26,G056
08KA,1,3,11,1.524,G031
08KA,2,12,16,1.831,G031
08KA,2,10,7,1.895,G083
08KA,1,1,6,1.36,G083
08KA,2,8,21,2.057,G107
08KA,1,2,7,1.523,G107
08KA,2,9,12,2.103,G151
08KA,1,3,18,1.174,G151
08KA,2,12,8,1.945,G133
08KA,1,1,15,1.009,G133
08KA,2,10,10,1.52,G143
08KA,1,1,1,0.498,G143
08KA,2,7,3,3.528,G073
08KA,1,4,17,2.517,G073
08KA,1,1,27,2.021,G109
08KA,2,10,25,1.957,G109
08KA,2,7,13,2.912,G111
08KA,1,3,19,1.417,G111
08KA,2,10,9,2.351,G076
08KA,1,1,17,1.227,G076
08KA,2,10,28,2.091,G098
08KA,1,6,6,2.795,G098
08KA,2,9,17,0.362,G061
08KA,1,1,7,0.585,G061
08KA,2,8,14,1.947,G130
08KA,1,1,12,1.05,G130
08KA,1,3,29,2.265,G146
08KA,2,11,25,1.194,G146
08KA,2,10,14,1.167,G117
08KA,1,5,2,2.049,G117
08KA,1,5,13,1.549,G012
08KA,2,8,25,1.904,G012
08KA,1,2,25,3.624,G134
08KA,2,10,27,2.709,G134
08KA,2,12,21,1.286,G115
08KA,1,3,17,1.146,G115
08KA,2,8,29,0.526,G110
08KA,2,11,27,1.648,G110
08KA,2,10,12,1.871,G014
08KA,1,3,12,1.488,G014
08KA,2,8,23,2.792,G024
08KA,1,6,28,2.495,G024
08KA,2,12,13,1.375,G017
08KA,1,2,24,2.757,G017
08KA,1,4,26,2.6,G071
08KA,2,9,16,1.385,G071
08KA,1,1,25,1.879,G094
08KA,2,12,1,0.928,G094
08KA,2,8,4,2.625,G121
08KA,1,4,24,2.604,G121
08KA,1,5,12,2.312,G119
08KA,2,12,5,1.799,G119
08KA,1,6,15,2.405,G013
08KA,2,12,4,1.679,G013
08KA,2,10,17,0.778,G144
08KA,1,3,4,1.122,G144
08KA,2,8,8,3.232,G105
08KA,1,1,26,2.485,G105
08KA,1,4,28,2.636,G040
08KA,2,11,20,1.919,G040
08KA,1,4,18,1.849,G131
08KA,2,12,18,1.13,G131
08KA,1,5,10,2.8,G124
08KA,2,10,4,2.079,G124
08KA,2,7,26,3.048,G089
08KA,1,1,24,2.763,G089
08KA,1,5,11,2.615,G128
08KA,2,12,3,1.851,G128
08KA,2,7,22,2.536,G041
08KA,1,4,21,2.44,G041
08KA,1,6,19,1.949,G125
08KA,2,7,2,2.939,G125
08KA,1,3,15,1.287,G002
08KA,2,8,16,2.917,G002
08KA,1,4,7,1.981,G063
08KA,2,11,16,1.903,G063
08KA,2,9,2,2.885,G054
08KA,1,1,4,1.063,G054
08KA,2,7,15,3.104,G079
08KA,1,2,14,1.664,G079
08KA,2,12,23,1.555,G135
08KA,1,3,13,1.263,G135
08KA,2,8,1,2.477,G141
08KA,1,2,28,1.945,G141
08KA,2,10,2,2.013,G035
08KA,1,2,3,1.508,G035
08KA,1,3,8,2.053,G096
08KA,2,11,28,1.106,G096
08KA,1,6,16,2.636,G160
08KA,2,9,4,2.041,G160
08KA,1,6,17,2.672,G011
08KA,2,9,11,2.585,G011
08KA,2,11,6,2.184,G138
08KA,1,1,20,1.38,G138
08KA,1,4,23,2.768,G161
08KA,2,7,4,2.652,G161
08KA,2,9,25,3.061,G085
08KA,1,3,27,1.655,G085
08KA,1,3,7,1.377,G039
08KA,2,8,20,1.332,G039
08KA,1,4,20,1.691,G075
08KA,2,12,27,1.159,G075
08KA,1,5,20,1.953,G162
08KA,2,12,19,0.993,G162
08KA,2,10,3,1.715,G114
08KA,1,6,29,1.42,G114
08KA,2,10,21,1.351,G122
08KA,1,1,19,1.476,G122
08KA,2,7,17,2.603,G129
08KA,1,1,18,0.916,G129
08KA,1,5,25,2.269,G102
08KA,2,9,7,1.88,G102
08KA,2,9,23,2.349,G051
08KA,1,5,28,2.268,G051
08KA,2,12,25,1.737,G148
08KA,1,3,3,1.082,G148
08KA,1,6,21,1.867,G095
08KA,2,9,13,1.154,G095
08KA,1,4,12,2.015,G113
08KA,2,8,27,1.327,G113
08KA,1,5,16,2.308,G044
08KA,2,7,11,2.479,G044
08KA,1,6,13,1.751,G163
08KA,2,11,5,2.44,G163
08KA,2,10,16,0.697,G037
08KA,1,1,10,1.353,G037
08KA,1,6,25,2.607,G016
08KA,1,2,21,2.299,G016
08KA,2,8,9,2.612,G016
08KA,2,11,24,1.196,G016
08KA,1,5,23,3.075,G092
08KA,2,8,13,2.373,G092
08KA,1,2,12,1.5,G086
08KA,2,10,29,1.083,G086
08KA,2,7,14,3.301,G009
08KA,1,5,29,2.228,G009
08KA,2,7,20,2.209,G021
08KA,1,4,16,1.875,G021
08KA,1,3,20,1.21,G139
08KA,2,12,9,2.213,G139
08KA,1,3,24,1.927,G058
08KA,2,7,5,3.093,G058
08KA,2,10,18,0.73,G043
08KA,1,2,1,1.256,G043
08KA,2,7,19,2.471,G030
08KA,1,3,22,1.876,G030
08KA,1,4,19,1.905,G066
08KA,2,9,24,2.549,G066
08KA,2,7,10,2.361,G049
08KA,1,6,1,1.371,G049
08KA,2,7,27,2.236,G036
08KA,1,3,16,1.733,G036
08KA,1,1,29,1.217,G032
08KA,2,8,12,2.543,G032
08KA,1,5,27,2.365,G068
08KA,2,12,28,1.607,G068
08KA,1,4,4,1.285,G048
08KA,2,8,6,2.468,G048
08KA,1,5,18,1.855,G150
08KA,2,11,9,2.297,G150
08KA,1,4,11,1.953,G067
08KA,2,10,5,2.325,G067
08KA,1,2,20,1.326,G059
08KA,2,12,17,1.185,G059
08KA,2,11,22,1.289,G046
08KA,1,2,6,1.756,G046
08KA,2,9,15,1.644,G003
08KA,1,1,23,1,G003
08KA,1,5,14,2.633,G123
08KA,2,11,17,1.716,G123
08KA,1,2,15,1.839,G006
08KA,2,7,7,2.559,G006
08KA,2,12,10,2.369,G006
08KA,1,1,13,0.69,G006
08KA,2,8,28,0.615,G082
08KA,1,4,2,2.024,G082
08KA,2,10,6,2.591,G108
08KA,1,6,3,2.457,G108
08KA,1,6,10,2.68,G047
08KA,2,8,18,1.321,G047
08KA,1,2,5,1.556,G164
08KA,2,8,26,1.527,G164
08MDL,1,1,16,2.069,G165
08MDL,2,8,4,1.6,G165
08MDL,1,5,23,1.416,G026
08MDL,2,7,11,1.383,G026
08MDL,2,8,20,0.982,G145
08MDL,1,4,20,1.756,G145
08MDL,2,8,26,0.944,G101
08MDL,1,3,18,1.487,G101
08MDL,2,8,5,1.348,G072
08MDL,2,10,29,0.997,G065
08MDL,1,2,18,1.405,G065
08MDL,1,4,4,1.302,G136
08MDL,2,9,9,1.178,G136
08MDL,2,11,17,1.868,G007
08MDL,1,1,8,1.8,G007
08MDL,1,2,21,1.565,G028
08MDL,2,10,9,1.461,G028
08MDL,2,9,21,1.217,G080
08MDL,1,2,15,1.445,G080
08MDL,2,11,21,1.335,G045
08MDL,1,3,9,1.793,G045
08MDL,1,4,15,1.536,G050
08MDL,2,9,5,1.202,G050
08MDL,2,8,7,1.207,G008
08MDL,1,1,3,1.851,G008
08MDL,2,11,28,1.547,G147
08MDL,1,4,12,1.608,G147
08MDL,1,6,13,1.122,G147
08MDL,2,12,9,1.603,G147
08MDL,1,6,5,1.267,G077
08MDL,2,12,20,1.396,G077
08MDL,2,8,21,0.434,G064
08MDL,1,1,11,2.103,G064
08MDL,2,9,24,1.175,G033
08MDL,1,1,22,1.859,G033
08MDL,2,10,24,1.557,G042
08MDL,1,5,11,1.683,G042
08MDL,2,7,17,0.814,G062
08MDL,1,6,14,1.118,G062
08MDL,1,5,12,1.727,G099
08MDL,2,12,6,1.579,G099
08MDL,2,9,4,1.623,G088
08MDL,2,10,23,0.868,G154
08MDL,1,4,18,1.311,G154
08MDL,1,2,23,1.985,G053
08MDL,2,12,5,1.609,G053
08MDL,1,5,16,1.556,G019
08MDL,2,8,15,1.126,G019
08MDL,2,7,7,1.321,G149
08MDL,1,5,27,1.211,G149
08MDL,1,4,24,1.281,G038
08MDL,2,9,14,0.353,G038
08MDL,2,7,27,1.195,G132
08MDL,1,3,14,1.601,G132
08MDL,2,10,17,1.347,G103
08MDL,1,5,10,1.668,G103
08MDL,1,1,25,2.089,G118
08MDL,2,9,3,1.479,G118
08MDL,2,9,20,1.433,G081
08MDL,1,5,28,1.673,G081
08MDL,2,11,29,1.087,G027
08MDL,1,2,5,1.485,G027
08MDL,1,6,21,1.245,G152
08MDL,2,11,8,1.628,G152
08MDL,2,8,17,0.795,G070
08MDL,1,1,7,1.803,G070
08MDL,1,4,16,1.584,G057
08MDL,2,8,12,1.439,G057
08MDL,1,3,12,1.913,G097
08MDL,2,8,13,1.428,G097
08MDL,1,6,11,1.06,G116
08MDL,2,9,12,1.021,G116
08MDL,2,7,20,1.585,G106
08MDL,1,1,2,2.037,G106
08MDL,2,7,19,1.069,G087
08MDL,1,3,3,1.652,G087
08MDL,2,10,16,1.291,G034
08MDL,1,6,6,1.559,G034
08MDL,2,8,24,0.981,G069
08MDL,1,3,21,1.784,G069
08MDL,2,9,28,1.286,G078
08MDL,1,4,9,1.228,G078
08MDL,1,6,27,1.381,G029
08MDL,2,11,13,1.29,G029
08MDL,1,4,2,1.807,G018
08MDL,2,11,14,1.697,G018
08MDL,2,8,22,0.757,G091
08MDL,1,3,15,1.945,G091
08MDL,2,10,22,1.384,G155
08MDL,1,5,17,1.444,G155
08MDL,1,4,25,2.073,G022
08MDL,2,7,15,1.493,G022
08MDL,2,9,26,1.401,G156
08MDL,1,5,7,1.439,G156
08MDL,1,3,25,2.061,G140
08MDL,2,12,7,1.587,G140
08MDL,2,11,24,1.262,G137
08MDL,1,1,13,1.428,G137
08MDL,2,7,5,1.484,G025
08MDL,1,1,1,1.788,G025
08MDL,1,4,17,1.499,G093
08MDL,2,12,13,1.401,G093
08MDL,1,1,27,2.483,G005
08MDL,2,9,1,1.5,G005
08MDL,1,2,24,2.209,G052
08MDL,2,12,16,1.603,G052
08MDL,2,7,10,1.768,G157
08MDL,1,5,5,1.25,G157
08MDL,1,1,6,1.692,G055
08MDL,2,11,11,1.664,G055
08MDL,1,6,17,1.051,G158
08MDL,2,12,2,1.391,G158
08MDL,2,10,26,1.045,G084
08MDL,1,3,20,1.591,G084
08MDL,1,5,8,1.647,G126
08MDL,2,10,14,1.581,G126
08MDL,2,9,11,1.74,G074
08MDL,1,4,19,1.475,G074
08MDL,2,7,25,1.228,G060
08MDL,1,3,5,1.751,G060
08MDL,1,6,10,1.544,G127
08MDL,2,12,8,1.48,G127
08MDL,2,7,18,1.111,G015
08MDL,1,6,2,1.284,G015
08MDL,2,8,6,1.093,G153
08MDL,1,1,23,1.673,G153
08MDL,2,9,27,1.323,G001
08MDL,1,5,2,1.275,G001
08MDL,1,5,21,1.517,G090
08MDL,2,8,9,1.356,G090
08MDL,2,11,26,1.977,G010
08MDL,1,2,22,2.175,G010
08MDL,2,7,28,1.44,G104
08MDL,1,6,15,1.012,G104
08MDL,1,6,18,1.343,G112
08MDL,2,8,8,1.789,G112
08MDL,2,9,22,1.208,G023
08MDL,1,6,29,1.226,G023
08MDL,2,12,17,1.278,G056
08MDL,1,5,22,1.115,G056
08MDL,1,1,19,1.657,G031
08MDL,2,9,16,1.049,G031
08MDL,2,10,21,1.287,G083
08MDL,1,3,23,1.917,G083
08MDL,1,1,5,1.633,G107
08MDL,2,12,26,1.58,G107
08MDL,1,1,21,1.971,G151
08MDL,2,12,25,1.543,G151
08MDL,2,7,12,1.523,G133
08MDL,1,2,14,1.391,G133
08MDL,2,11,20,1.479,G143
08MDL,1,1,4,1.827,G143
08MDL,2,8,3,1.743,G073
08MDL,1,6,1,1.011,G073
08MDL,2,10,28,1.318,G109
08MDL,1,1,10,1.297,G109
08MDL,1,2,26,2.295,G111
08MDL,2,10,13,1.501,G111
08MDL,2,8,29,0.87,G076
08MDL,1,4,22,1.781,G076
08MDL,1,3,10,2.075,G098
08MDL,2,10,7,1.599,G098
08MDL,1,5,4,0.447,G061
08MDL,2,11,27,1.601,G130
08MDL,1,4,3,1.407,G130
08MDL,2,8,19,0.882,G146
08MDL,1,3,4,1.648,G146
08MDL,2,11,16,1.46,G117
08MDL,1,2,13,1.311,G117
08MDL,1,5,9,1.745,G012
08MDL,2,10,1,0.387,G012
08MDL,1,6,9,1.607,G134
08MDL,2,7,6,1.408,G134
08MDL,1,6,25,1.431,G115
08MDL,2,11,2,1.753,G115
08MDL,2,11,10,1.485,G014
08MDL,1,4,29,1.409,G014
08MDL,1,1,28,2.877,G024
08MDL,2,11,7,1.981,G024
08MDL,2,11,25,1.273,G017
08MDL,1,2,16,1.019,G017
08MDL,1,4,28,1.612,G071
08MDL,2,8,1,1.122,G071
08MDL,1,2,29,1.995,G094
08MDL,2,11,1,1.373,G094
08MDL,2,11,19,1.551,G121
08MDL,1,5,26,1.633,G121
08MDL,2,8,11,1.66,G119
08MDL,1,4,13,1.496,G119
08MDL,2,8,25,0.73,G013
08MDL,1,2,4,1.368,G013
08MDL,2,12,22,1.057,G144
08MDL,1,2,6,1.285,G144
08MDL,1,5,13,1.521,G105
08MDL,2,12,10,1.661,G105
08MDL,1,3,28,2.141,G040
08MDL,2,7,13,1.579,G040
08MDL,1,2,20,2.129,G131
08MDL,2,8,16,1.268,G131
08MDL,2,7,22,1.388,G124
08MDL,1,4,27,1.796,G124
08MDL,1,2,3,1.572,G089
08MDL,2,12,15,1.521,G089
08MDL,2,10,10,1.688,G128
08MDL,2,9,29,1.13,G041
08MDL,1,3,17,1.568,G041
08MDL,2,10,3,1.564,G125
08MDL,1,1,9,1.855,G125
08MDL,1,6,12,1.408,G002
08MDL,2,10,15,1.368,G002
08MDL,1,3,11,1.696,G063
08MDL,2,12,29,1.156,G063
08MDL,1,6,28,1.565,G054
08MDL,2,11,3,1.747,G054
08MDL,2,9,17,0.999,G079
08MDL,1,6,16,1.244,G079
08MDL,2,7,8,1.788,G135
08MDL,1,4,21,1.608,G135
08MDL,1,2,9,1.513,G141
08MDL,2,9,8,1.476,G141
08MDL,1,2,12,1.517,G035
08MDL,2,9,7,1.372,G035
08MDL,1,6,19,1.246,G096
08MDL,2,10,11,1.572,G096
08MDL,2,8,27,0.685,G160
08MDL,1,1,18,2.263,G160
08MDL,2,10,5,1.417,G011
08MDL,1,5,18,1.391,G011
08MDL,2,11,23,0.861,G138
08MDL,1,3,27,1.731,G138
08MDL,1,5,14,1.588,G161
08MDL,2,12,14,1.541,G161
08MDL,1,1,15,1.904,G085
08MDL,2,11,12,1.348,G085
08MDL,1,4,23,1.564,G039
08MDL,2,10,8,1.363,G039
08MDL,2,11,15,1.389,G075
08MDL,1,5,29,1.207,G075
08MDL,2,12,24,1.027,G162
08MDL,1,3,29,1.669,G162
08MDL,1,3,2,2.4,G114
08MDL,2,11,5,1.728,G114
08MDL,2,8,28,0.693,G122
08MDL,1,4,7,1.095,G122
08MDL,1,6,23,1.063,G129
08MDL,2,9,10,1.325,G129
08MDL,2,9,18,0.903,G102
08MDL,1,3,16,1.612,G102
08MDL,2,7,9,1.416,G051
08MDL,1,5,3,1.138,G051
08MDL,1,6,7,1.42,G148
08MDL,2,7,16,1.024,G148
08MDL,2,9,25,1.193,G095
08MDL,1,1,26,1.813,G095
08MDL,2,11,6,1.681,G113
08MDL,1,5,1,1.271,G113
08MDL,1,6,4,1.211,G044
08MDL,2,9,13,1.173,G044
08MDL,1,6,26,1.295,G163
08MDL,2,7,21,0.974,G163
08MDL,2,8,10,1.274,G037
08MDL,1,4,6,1.136,G037
08MDL,1,1,29,1.893,G016
08MDL,1,3,7,1.453,G016
08MDL,2,10,4,1.305,G016
08MDL,2,7,2,1.03,G016
08MDL,1,4,11,0.502,G092
08MDL,2,7,1,0.957,G092
08MDL,1,1,17,1.988,G086
08MDL,2,9,15,0.811,G086
08MDL,1,2,2,1.781,G009
08MDL,2,12,3,1.601,G009
08MDL,2,12,1,1.66,G021
08MDL,1,5,6,1.133,G021
08MDL,1,2,28,2.008,G139
08MDL,2,7,3,1.399,G139
08MDL,1,4,14,1.404,G058
08MDL,2,12,27,1.277,G058
08MDL,2,11,4,1.728,G043
08MDL,1,2,8,1.541,G043
08MDL,1,4,10,1.808,G030
08MDL,2,12,28,1.489,G030
08MDL,2,7,26,1.244,G066
08MDL,1,5,24,1.505,G066
08MDL,2,9,19,1.069,G049
08MDL,1,6,24,1.356,G049
08MDL,2,11,18,1.787,G036
08MDL,1,2,19,1.612,G036
08MDL,1,6,3,1.564,G032
08MDL,2,7,4,1.52,G032
08MDL,2,7,14,1.295,G068
08MDL,1,2,17,1.268,G068
08MDL,1,2,10,1.469,G048
08MDL,2,12,18,1.073,G048
08MDL,2,10,18,1.336,G150
08MDL,1,2,11,1.941,G150
08MDL,2,10,27,1.476,G067
08MDL,1,2,25,2.087,G067
08MDL,2,11,9,1.668,G059
08MDL,1,5,25,1.551,G059
08MDL,2,10,12,1.611,G046
08MDL,1,3,19,1.585,G046
08MDL,2,10,20,1.335,G003
08MDL,1,1,14,1.653,G003
08MDL,2,7,23,1.116,G123
08MDL,1,3,6,1.704,G123
08MDL,2,7,29,1.252,G006
08MDL,2,7,24,1.081,G006
08MDL,1,1,12,1.567,G006
08MDL,1,2,7,1.204,G006
08MDL,2,8,23,0.729,G082
08MDL,1,1,24,2.275,G082
08MDL,2,10,19,1.489,G108
08MDL,1,3,8,2.069,G108
08MDL,2,8,18,0.961,G047
08MDL,1,5,19,1.495,G047
08MDL,2,9,23,0.937,G164
08MDL,1,6,8,1.784,G164
08RS,2,8,4,3.48,G142
08RS,1,6,15,3.102,G142
08RS,1,2,1,2.825,G026
08RS,2,10,25,2.612,G026
08RS,2,11,7,2.868,G145
08RS,1,6,18,2.482,G145
08RS,1,4,24,2.718,G101
08RS,2,7,21,2.439,G101
08RS,2,10,11,3.127,G072
08RS,1,3,21,2.962,G072
08RS,2,11,9,3.335,G065
08RS,1,3,14,3.3,G065
08RS,1,6,9,2.728,G136
08RS,2,10,22,2.538,G136
08RS,2,9,1,2.645,G007
08RS,1,1,7,2.591,G007
08RS,2,12,21,2.916,G028
08RS,1,2,3,2.673,G028
08RS,1,4,3,2.886,G080
08RS,2,10,4,2.208,G080
08RS,1,2,20,3.043,G045
08RS,2,10,5,2.449,G045
