Trial,rep,col,row,yield,geno
09HIR,1,2,27,3.512,G041
09HIR,2,12,4,4.122,G125
09HIR,1,5,26,3.675,G125
09HIR,2,12,11,3.496,G002
09HIR,1,3,15,4.155,G002
09HIR,2,8,21,3.715,G063
09HIR,1,1,34,2.537,G063
09HIR,2,7,24,3.732,G054
09HIR,1,5,3,3.529,G054
09HIR,2,12,9,3.667,G079
09HIR,1,1,17,2.569,G079
09HIR,2,7,32,3.862,G135
09HIR,1,6,9,3.781,G135
09HIR,2,12,6,4.236,G141
09HIR,1,6,13,3.911,G141
09HIR,1,6,19,3.122,G035
09HIR,2,9,29,2.529,G035
09HIR,2,7,8,3.61,G181
09HIR,1,5,33,3.447,G181
09HIR,2,11,15,3.504,G182
09HIR,1,3,25,3.431,G182
09HIR,2,11,6,3.878,G183
09HIR,1,3,32,3.707,G183
09HIR,2,8,3,3.634,G184
09HIR,1,2,20,3.163,G184
09HIR,2,11,29,3.561,G185
09HIR,1,1,20,2.594,G185
09HIR,1,1,27,2.594,G096
09HIR,2,8,5,3.602,G096
09HIR,1,4,10,3.333,G186
09HIR,2,12,28,3.585,G186
09HIR,2,7,6,3.537,G160
09HIR,1,4,26,3.13,G160
09HIR,2,11,2,3.228,G011
09HIR,1,5,27,3.171,G011
09HIR,1,3,5,3.618,G138
09HIR,2,7,19,3.374,G138
09HIR,2,9,16,3.447,G161
09HIR,1,3,7,3.837,G161
09HIR,1,4,23,3.496,G085
09HIR,2,7,25,3.634,G085
09HIR,2,12,24,3.976,G039
09HIR,1,4,14,3.374,G039
09HIR,2,12,23,4.122,G075
09HIR,1,3,27,3.902,G075
09HIR,2,7,33,2.772,G162
09HIR,1,3,19,3.529,G162
09HIR,1,6,12,3.407,G114
09HIR,2,7,5,3.561,G114
09HIR,2,11,11,3.211,G122
09HIR,1,1,24,2.634,G122
09HIR,2,9,20,3.488,G129
09HIR,1,4,27,3.195,G129
09HIR,2,12,1,2.537,G102
09HIR,1,3,24,2.407,G102
09HIR,1,4,33,3.488,G051
09HIR,2,11,16,3.122,G051
09HIR,1,6,7,3.618,G148
09HIR,2,11,34,3.366,G148
09HIR,2,7,9,3.415,G095
09HIR,1,1,13,2.569,G095
09HIR,2,12,30,3.569,G113
09HIR,1,1,21,2.48,G113
09HIR,2,11,31,3.179,G044
09HIR,1,4,9,2.894,G044
09HIR,2,9,3,2.317,G163
09HIR,1,1,10,1.772,G163
09HIR,1,2,22,2.968,G187
09HIR,2,7,7,3.146,G187
09HIR,1,4,29,2.772,G188
09HIR,2,8,23,3.065,G188
09HIR,2,12,15,3.545,G037
09HIR,1,6,24,3.35,G037
09HIR,2,8,18,3.317,G189
09HIR,1,1,2,2.358,G189
09HIR,1,4,25,3.724,G016
09HIR,2,11,10,3.423,G016
09HIR,2,8,9,3.309,G016
09HIR,1,5,19,3.22,G016
09HIR,2,12,10,2.195,G092
09HIR,1,6,28,2.081,G092
09HIR,1,6,14,2.911,G086
09HIR,2,8,25,2.504,G086
09HIR,2,12,2,3.65,G009
09HIR,1,4,13,3.52,G009
09HIR,1,2,6,3.203,G009
09HIR,2,10,11,3.813,G009
09HIR,1,3,23,3.602,G009
09HIR,2,11,14,3.374,G009
09HIR,2,10,22,3.732,G190
09HIR,1,3,26,3.439,G190
09HIR,2,10,29,3.447,G191
09HIR,1,5,9,3.171,G191
09HIR,2,10,19,3.683,G021
09HIR,1,1,1,2.342,G021
09HIR,1,2,29,3.642,G139
09HIR,2,11,8,3.439,G139
09HIR,1,2,32,3.382,G043
09HIR,2,9,14,3.293,G043
09HIR,2,11,18,3.585,G030
09HIR,1,6,34,3.252,G030
09HIR,2,9,2,2.992,G066
09HIR,1,1,18,2.398,G066
09HIR,1,2,12,3.098,G049
09HIR,2,11,27,2.927,G049
09HIR,1,2,18,2.764,G036
09HIR,2,10,9,3.228,G036
09HIR,2,8,27,3.098,G032
09HIR,1,5,10,2.902,G032
09HIR,2,8,26,3.512,G068
09HIR,1,4,3,3.634,G068
09HIR,2,12,26,3.675,G048
09HIR,1,4,32,3.561,G048
09HIR,1,2,5,3.504,G150
09HIR,2,10,18,3.764,G150
09HIR,2,8,10,3.431,G067
09HIR,1,1,26,2.691,G067
09HIR,2,11,13,3.301,G059
09HIR,1,4,30,3.293,G059
09HIR,1,3,16,3.862,G046
09HIR,2,10,2,3.715,G046
09HIR,2,9,11,3.529,G003
09HIR,1,5,21,3.236,G003
09HIR,2,7,23,3.39,G192
09HIR,1,2,34,3,G192
09HIR,2,12,29,3.74,G123
09HIR,1,3,22,3.553,G123
09HIR,2,9,8,3.48,G006
09HIR,1,3,17,4.138,G006
09HIR,2,7,26,3.65,G006
09HIR,1,5,8,3.545,G006
09HIR,2,12,21,3.959,G082
09HIR,1,1,6,2.634,G082
09HIR,1,4,2,4.073,G108
09HIR,1,2,25,3.512,G108
09HIR,2,8,15,3.886,G108
09HIR,2,7,11,3.594,G108
09HIR,2,8,1,3.943,G047
09HIR,1,6,23,3.618,G047
09HIR,2,9,1,4.276,G164
09HIR,1,4,20,3.748,G164
09KA,1,5,28,3.392,G165
09KA,2,8,4,1.875,G165
09KA,2,9,27,1.875,G166
09KA,1,2,19,3.053,G166
09KA,2,12,1,1.797,G026
09KA,1,4,25,3.069,G026
09KA,1,2,10,3.075,G145
09KA,1,6,10,1.885,G145
09KA,2,8,31,1.369,G145
09KA,2,9,29,1.551,G145
09KA,1,1,27,3.093,G101
09KA,2,11,18,1.659,G101
09KA,1,1,18,1.621,G072
09KA,2,10,7,1.368,G072
09KA,1,1,11,2.272,G167
09KA,2,8,25,1.533,G167
09KA,2,8,29,1.693,G065
09KA,1,3,20,2.577,G065
09KA,2,7,25,1.512,G065
09KA,1,6,6,1.313,G065
09KA,1,6,15,2.349,G136
09KA,2,11,30,1.769,G136
09KA,1,3,16,2.56,G007
09KA,2,10,30,1.757,G007
09KA,1,3,29,2.707,G028
09KA,2,12,8,2.197,G028
09KA,1,6,17,2.387,G080
09KA,2,11,9,1.404,G080
09KA,2,8,23,1.759,G045
09KA,1,1,32,3.192,G045
09KA,1,3,25,1.847,G050
09KA,2,10,13,1.413,G050
09KA,1,3,19,2.603,G168
09KA,2,12,33,1.407,G168
09KA,1,4,29,3.147,G008
09KA,2,9,12,1.588,G008
09KA,1,4,13,1.448,G004
09KA,2,12,29,1.04,G004
09KA,1,1,7,3.365,G147
09KA,1,6,16,2.191,G147
09KA,2,9,13,1.636,G147
09KA,2,10,1,1.133,G147
09KA,2,7,27,2.06,G077
09KA,1,6,5,1.305,G077
09KA,1,4,10,2.725,G064
09KA,2,8,26,2.047,G064
09KA,2,11,33,1.653,G033
09KA,1,4,14,3.011,G033
09KA,1,2,25,2.987,G042
09KA,2,11,20,1.783,G042
09KA,1,5,21,2.265,G062
09KA,2,8,22,1.892,G062
09KA,1,3,6,2.372,G099
09KA,2,10,34,1.563,G099
09KA,2,10,19,1.624,G088
09KA,1,4,30,3.757,G088
09KA,1,5,12,2.629,G154
09KA,2,8,13,1.98,G154
09KA,1,4,33,2.845,G053
09KA,2,9,1,1.892,G053
09KA,1,2,9,3.896,G019
09KA,2,11,13,1.716,G019
09KA,2,8,1,1.703,G149
09KA,1,2,29,1.363,G149
09KA,1,3,4,2.329,G038
09KA,2,8,27,1.363,G038
09KA,1,3,27,2.076,G132
09KA,2,9,23,1.956,G132
09KA,2,11,14,1.975,G169
09KA,1,6,25,3.091,G169
09KA,1,2,8,3.976,G103
09KA,2,10,33,2.44,G103
09KA,1,1,19,2.411,G118
09KA,2,12,3,1.924,G118
09KA,2,10,18,1.959,G081
09KA,1,5,33,3.064,G081
09KA,1,3,11,2.795,G027
09KA,2,9,19,1.484,G027
09KA,1,5,24,3.171,G152
09KA,2,7,8,2.015,G152
09KA,1,4,9,2.585,G070
09KA,2,12,18,1.501,G070
09KA,1,5,10,2.405,G057
09KA,2,10,14,2.021,G057
09KA,1,1,28,2.803,G171
09KA,2,10,16,1.524,G171
09KA,1,6,23,3.923,G097
09KA,2,12,25,1.96,G097
09KA,2,12,4,1.7,G116
09KA,1,2,31,2.333,G116
09KA,1,2,26,3.432,G106
09KA,2,9,8,2.147,G106
09KA,1,1,17,3.315,G087
09KA,2,8,9,1.999,G087
09KA,2,11,3,1.645,G034
09KA,1,2,28,3.029,G034
09KA,1,1,30,2.867,G069
09KA,2,8,12,1.815,G069
09KA,1,6,33,1.437,G069
09KA,2,7,31,1.52,G078
09KA,1,3,15,1.172,G078
09KA,1,4,19,3.221,G029
09KA,2,8,32,1.996,G029
09KA,1,5,11,2.037,G018
09KA,2,12,12,1.892,G018
09KA,2,12,31,1.975,G091
09KA,1,3,23,3.075,G091
09KA,2,12,15,1.687,G172
09KA,1,5,3,1.38,G172
09KA,1,5,34,2.189,G020
09KA,2,12,23,1.106,G020
09KA,2,9,28,2.179,G155
09KA,1,6,9,1.997,G155
09KA,1,2,27,2.691,G022
09KA,2,10,12,1.961,G022
09KA,1,2,6,2.419,G156
09KA,2,11,22,1.367,G156
09KA,1,1,16,2.555,G140
09KA,1,1,3,3.304,G140
09KA,2,11,2,1.255,G140
09KA,2,9,3,1.253,G140
09KA,2,12,6,1.663,G137
09KA,1,5,30,2.476,G137
09KA,1,3,7,2.287,G173
09KA,2,9,30,1.571,G173
09KA,1,6,30,2.481,G025
09KA,2,7,13,1.345,G025
09KA,1,4,32,3.296,G093
09KA,1,2,34,3.045,G093
09KA,2,8,10,1.685,G093
09KA,2,10,15,1.324,G093
09KA,1,2,18,3.909,G005
09KA,2,7,32,3.269,G005
09KA,1,6,34,2.661,G052
09KA,2,10,11,1.86,G052
09KA,1,5,2,1.648,G157
09KA,2,11,19,1.363,G157
09KA,1,4,17,3.115,G055
09KA,2,10,26,2.143,G055
09KA,2,12,16,2.095,G158
09KA,1,2,32,3.269,G158
09KA,1,2,16,2.981,G084
09KA,2,8,11,1.569,G084
09KA,1,4,7,2.263,G126
09KA,2,7,17,1.501,G126
09KA,1,1,21,2.228,G074
09KA,2,9,20,1.872,G074
09KA,1,5,15,2.196,G060
09KA,2,12,9,1.815,G060
09KA,1,4,21,2.477,G127
09KA,2,11,25,1.532,G127
09KA,2,9,10,1.927,G015
09KA,1,5,16,2.885,G015
09KA,2,8,18,1.747,G153
09KA,1,3,26,1.493,G153
09KA,1,4,11,2.907,G001
09KA,2,7,22,2.359,G001
09KA,1,4,24,3.651,G120
09KA,2,9,5,1.379,G120
09KA,2,11,10,1.713,G100
09KA,1,3,22,3.427,G100
09KA,1,1,15,3.352,G090
09KA,2,10,29,2.227,G090
09KA,2,11,7,1.683,G010
09KA,1,1,8,4.24,G010
09KA,2,7,24,2.119,G104
09KA,1,6,19,2.381,G104
09KA,1,1,26,3.048,G112
09KA,2,12,27,1.947,G112
09KA,2,10,22,1.917,G023
09KA,1,6,7,1.391,G023
09KA,1,5,14,1.912,G056
09KA,2,10,31,1.557,G056
09KA,2,7,29,1.799,G031
09KA,1,5,9,1.435,G031
09KA,1,2,17,3.355,G083
09KA,2,9,18,1.847,G083
09KA,1,4,3,3.027,G107
09KA,2,11,23,1.953,G107
09KA,1,4,15,3.075,G151
09KA,2,8,6,2.504,G151
09KA,1,1,2,3.984,G133
09KA,2,8,19,1.689,G133
09KA,1,3,30,3.635,G143
09KA,2,7,6,1.38,G143
09KA,1,3,21,2.339,G073
09KA,2,10,6,1.229,G073
09KA,1,3,1,2.295,G109
09KA,2,11,17,1.275,G109
09KA,2,12,7,2.313,G111
09KA,1,6,26,3.139,G111
09KA,2,10,20,2.047,G076
09KA,1,1,31,3.224,G076
09KA,2,8,20,1.777,G098
09KA,1,5,1,1.349,G098
09KA,2,8,17,1.625,G174
09KA,1,6,3,1.03,G174
09KA,1,2,14,1.409,G061
09KA,2,9,4,0.989,G061
09KA,1,2,21,3.024,G130
09KA,1,6,27,2.717,G130
09KA,2,7,10,2.233,G130
09KA,2,8,33,1.364,G130
09KA,1,3,13,2.981,G146
09KA,2,12,11,1.111,G146
09KA,1,2,2,2.124,G159
09KA,2,9,17,1.22,G159
09KA,1,3,34,2.543,G175
09KA,2,7,19,1.383,G175
09KA,1,4,12,2.212,G176
09KA,2,7,28,1.923,G176
09KA,1,6,12,2.277,G177
09KA,2,11,11,1.539,G177
09KA,1,4,27,2.632,G117
09KA,2,11,6,1.174,G117
09KA,1,6,13,2.183,G012
09KA,2,7,4,1.499,G012
09KA,1,2,22,2.516,G134
09KA,2,12,34,1.258,G134
09KA,1,1,12,4.411,G115
09KA,2,9,25,2.152,G178
09KA,1,6,1,0.692,G178
09KA,2,10,9,1.592,G110
09KA,1,5,29,2.944,G110
09KA,1,2,11,2.525,G110
09KA,2,8,5,1.796,G110
09KA,1,5,13,1.964,G014
09KA,2,9,26,1.827,G014
09KA,2,7,26,2.233,G024
09KA,1,2,1,2.543,G024
09KA,2,12,24,1.899,G017
09KA,1,6,2,1.431,G017
09KA,1,1,6,3.035,G071
09KA,2,7,5,1.488,G071
09KA,1,2,4,2.989,G094
09KA,2,7,30,2.611,G094
09KA,1,5,22,3.075,G121
09KA,2,9,2,1.713,G121
09KA,1,4,16,2.347,G179
09KA,2,7,9,1.887,G179
09KA,1,3,5,1.485,G180
09KA,2,11,32,1.29,G180
09KA,1,2,15,2.843,G119
09KA,2,12,14,1.635,G119
09KA,1,4,5,3.016,G013
09KA,2,12,30,2.3,G013
09KA,2,11,29,1.645,G193
09KA,1,5,23,2.633,G193
09KA,2,11,12,1.777,G144
09KA,1,4,26,3.792,G144
09KA,2,12,21,1.767,G105
09KA,1,1,5,3.029,G105
09KA,1,5,6,2.389,G040
09KA,2,7,34,2.715,G040
09KA,1,5,5,2.211,G131
09KA,2,10,28,2.372,G131
09KA,1,6,24,3.677,G124
09KA,2,10,17,1.867,G124
09KA,2,7,12,2.479,G089
09KA,1,3,10,3.693,G089
09KA,1,3,24,3.248,G128
09KA,2,8,21,1.731,G128
09KA,1,4,31,2.829,G041
09KA,2,12,17,1.336,G041
09KA,1,6,32,2.675,G125
09KA,2,12,19,1.915,G125
09KA,1,2,13,3.688,G002
09KA,2,11,27,1.859,G002
09KA,2,12,20,1.883,G063
09KA,1,3,33,3.197,G063
09KA,2,12,22,1.983,G054
09KA,1,4,1,1.921,G054
09KA,1,5,4,2.059,G079
09KA,2,11,21,1.645,G079
09KA,2,11,8,1.816,G135
09KA,1,5,32,3.24,G135
09KA,1,4,23,2.859,G141
09KA,2,8,30,1.895,G141
09KA,1,1,20,2.341,G035
09KA,2,9,6,1.703,G035
09KA,1,4,2,2.5,G181
09KA,2,9,21,1.431,G181
09KA,1,4,22,2.48,G182
09KA,2,10,8,1.508,G182
09KA,1,3,18,2.303,G183
09KA,2,9,11,1.253,G183
09KA,1,5,27,2.547,G184
09KA,2,9,7,1.307,G184
09KA,1,5,25,2.525,G185
09KA,2,9,16,1.496,G185
09KA,2,12,26,1.568,G096
09KA,1,5,20,2.755,G096
09KA,1,3,9,2.257,G186
09KA,2,10,24,1.58,G186
09KA,1,2,3,2.231,G160
09KA,2,10,21,1.241,G160
09KA,1,3,28,2.685,G011
09KA,2,9,9,1.8,G011
09KA,1,6,4,1.82,G138
09KA,2,7,33,2.359,G138
09KA,2,12,28,1.757,G161
09KA,1,3,3,2.556,G161
09KA,1,2,5,2.203,G085
09KA,2,8,16,2.444,G085
09KA,1,6,22,2.776,G039
09KA,2,10,23,1.831,G039
09KA,1,1,13,3.68,G075
09KA,2,8,28,2.304,G075
09KA,1,3,12,3.312,G162
09KA,2,8,7,1.573,G162
09KA,1,3,32,3.427,G114
09KA,2,8,14,1.895,G114
09KA,1,2,33,2.575,G122
09KA,1,1,23,2.144,G129
09KA,2,11,26,1.749,G129
09KA,1,5,7,1.489,G102
09KA,2,12,32,1.433,G102
09KA,1,1,9,2.928,G051
09KA,2,7,14,1.304,G051
09KA,1,5,26,3.107,G148
09KA,2,10,5,1.484,G148
09KA,1,1,4,3.568,G095
09KA,2,11,15,1.217,G095
09KA,2,10,25,2.001,G113
09KA,1,5,19,2.56,G113
09KA,2,9,32,1.629,G044
09KA,1,5,31,2.816,G044
09KA,1,6,18,1.901,G163
09KA,2,12,2,1.457,G163
09KA,1,4,4,2.089,G187
09KA,2,7,20,2.053,G187
09KA,2,8,24,2.051,G188
09KA,1,2,7,3.019,G188
09KA,1,1,25,1.545,G037
09KA,2,11,5,1.165,G037
09KA,1,1,22,2.129,G189
09KA,2,8,15,1.579,G189
09KA,2,7,2,1.876,G016
09KA,2,10,27,1.68,G016
09KA,1,1,10,3.045,G016
09KA,1,2,12,2.843,G016
09KA,2,7,11,1.579,G092
09KA,1,5,17,2.968,G092
09KA,2,7,18,1.736,G086
09KA,1,6,8,1.504,G086
09KA,1,1,34,2.712,G009
